Offset-Description                                                                   
0000 - Pointer           3579FE50 : P->00FAE99C        35A2AD90 : P->00FAE99C        
0A80 - 4 Bytes           357A08D0 : 0                  35A2B810 : 0                  
0A84 - 4 Bytes           357A08D4 : 0                  35A2B814 : 0                  
0A88 - 4 Bytes           357A08D8 : 0                  35A2B818 : 0                  
0A8C - 4 Bytes           357A08DC : 0                  35A2B81C : 0                  
0A90 - 4 Bytes           357A08E0 : 0                  35A2B820 : 0                  
0A94 - 4 Bytes           357A08E4 : 0                  35A2B824 : 0                  
0A98 - 4 Bytes           357A08E8 : 0                  35A2B828 : 0                  
0A9C - 4 Bytes           357A08EC : 0                  35A2B82C : 0                  
0AA0 - 4 Bytes           357A08F0 : 0                  35A2B830 : 0                  
0AA4 - 4 Bytes           357A08F4 : 0                  35A2B834 : 0                  
0AA8 - 4 Bytes           357A08F8 : 0                  35A2B838 : 0                  
0AAC - 4 Bytes           357A08FC : 0                  35A2B83C : 0                  
0AB0 - 4 Bytes           357A0900 : 0                  35A2B840 : 0                  
0AB4 - 4 Bytes           357A0904 : 0                  35A2B844 : 0                  
0AB8 - 4 Bytes           357A0908 : 0                  35A2B848 : 0                  
0ABC - 4 Bytes           357A090C : 0                  35A2B84C : 0                  
0AC0 - 4 Bytes           357A0910 : 0                  35A2B850 : 0                  
0AC4 - 4 Bytes           357A0914 : 0                  35A2B854 : 0                  
0AC8 - 4 Bytes           357A0918 : 0                  35A2B858 : 0                  
0ACC - 4 Bytes           357A091C : 0                  35A2B85C : 0                  
0AD0 - 4 Bytes           357A0920 : 0                  35A2B860 : 0                  
0AD4 - 4 Bytes           357A0924 : 0                  35A2B864 : 0                  
0AD8 - 4 Bytes           357A0928 : 0                  35A2B868 : 0                  
0ADC - 4 Bytes           357A092C : 0                  35A2B86C : 0                  
0AE0 - 4 Bytes           357A0930 : 0                  35A2B870 : 0                  
0AE4 - 4 Bytes           357A0934 : 0                  35A2B874 : 0                  
0AE8 - 4 Bytes           357A0938 : 0                  35A2B878 : 0                  
0AEC - 4 Bytes           357A093C : 0                  35A2B87C : 0                  
0AF0 - 4 Bytes           357A0940 : 0                  35A2B880 : 0                  
0AF4 - 4 Bytes           357A0944 : 0                  35A2B884 : 0                  
0AF8 - 4 Bytes           357A0948 : 0                  35A2B888 : 0                  
0AFC - 4 Bytes           357A094C : 0                  35A2B88C : 0                  
0B00 - 4 Bytes           357A0950 : 0                  35A2B890 : 0                  
0B04 - 4 Bytes           357A0954 : 0                  35A2B894 : 0                  
0B08 - 4 Bytes           357A0958 : 0                  35A2B898 : 0                  
0B0C - 4 Bytes           357A095C : 0                  35A2B89C : 0                  
0B10 - 4 Bytes           357A0960 : 0                  35A2B8A0 : 0                  
0B14 - 4 Bytes           357A0964 : 0                  35A2B8A4 : 0                  
0B18 - 4 Bytes           357A0968 : 0                  35A2B8A8 : 0                  
0B1C - 4 Bytes           357A096C : 0                  35A2B8AC : 0                  
0B20 - 4 Bytes           357A0970 : 0                  35A2B8B0 : 0                  
0B24 - 4 Bytes           357A0974 : 0                  35A2B8B4 : 0                  
0B28 - 4 Bytes           357A0978 : 0                  35A2B8B8 : 0                  
0B2C - 4 Bytes           357A097C : 0                  35A2B8BC : 0                  
0B30 - Pointer           357A0980 : P->2949C900        35A2B8C0 : P->02345656        
0B34 - String            357A0984 : T{TB               35A2B8C4 : ¤                 
0B38 - Float             357A0988 : 52.89897919        35A2B8C8 : 5.184804318E-44    
0B3C - Float             357A098C : 51.47780609        35A2B8CC : 0                  
0B40 - Float             357A0990 : 28.07600021        35A2B8D0 : 0                  
0B44 - Float             357A0994 : 28.07458687        35A2B8D4 : 0                  
0B48 - Float             357A0998 : 30.93306732        35A2B8D8 : 0                  
0B4C - Float             357A099C : 28.00073624        35A2B8DC : 0                  
0B50 - Float             357A09A0 : 6.043919086        35A2B8E0 : 0                  
0B54 - Float             357A09A4 : 6.049561024        35A2B8E4 : 0                  
0B58 - Float             357A09A8 : 5.919843674        35A2B8E8 : 0                  
0B5C - Float             357A09AC : 5.016713142        35A2B8EC : 0                  
0B60 - Float             357A09B0 : 51.47702789        35A2B8F0 : 0                  
0B64 - Float             357A09B4 : 51.46651077        35A2B8F4 : 0                  
0B68 - Float             357A09B8 : 51.69290543        35A2B8F8 : 0                  
0B6C - Float             357A09BC : 51.68799973        35A2B8FC : 0                  
0B70 - Float             357A09C0 : 27.9835186         35A2B900 : 0                  
0B74 - Float             357A09C4 : 27.98489571        35A2B904 : 0                  
0B78 - Float             357A09C8 : 31.26633835        35A2B908 : 0                  
0B7C - Float             357A09CC : 31.25752258        35A2B90C : 0                  
0B80 - Float             357A09D0 : 5.016153812        35A2B910 : 0                  
0B84 - Float             357A09D4 : 5.017783165        35A2B914 : 0                  
0B88 - Float             357A09D8 : 5.380588531        35A2B918 : 0                  
0B8C - Float             357A09DC : 5.377606869        35A2B91C : 0                  
0B90 - Float             357A09E0 : 54.21269989        35A2B920 : 0                  
0B94 - Float             357A09E4 : 54.21202469        35A2B924 : 0                  
0B98 - Float             357A09E8 : 54.20919037        35A2B928 : 0                  
0B9C - String            357A09EC : l XB               35A2B92C :                    
0BA0 - Float             357A09F0 : 28.22584534        35A2B930 : 0                  
0BA4 - Float             357A09F4 : 28.23968697        35A2B934 : 0                  
0BA8 - Float             357A09F8 : 28.21943283        35A2B938 : 0                  
0BAC - Float             357A09FC : 30.96468544        35A2B93C : 0                  
0BB0 - Float             357A0A00 : 7.525725365        35A2B940 : 0                  
0BB4 - Float             357A0A04 : 7.525627136        35A2B944 : 0                  
0BB8 - Float             357A0A08 : 7.535059929        35A2B948 : 0                  
0BBC - Float             357A0A0C : 7.584032536        35A2B94C : 0                  
0BC0 - Float             357A0A10 : 54.02487564        35A2B950 : 0                  
0BC4 - Byte              357A0A14 : 27                 35A2B954 : 0                  
0BC5 - Byte              357A0A15 : 43                 35A2B955 : 0                  
0BC6 - Byte              357A0A16 : 88                 35A2B956 : 0                  
0BC7 - 2 Bytes           357A0A17 : 42050              35A2B957 : 0                  
0BC9 - Byte              357A0A19 : 102                35A2B959 : 0                  
0BCA - Byte              357A0A1A : 82                 35A2B95A : 0                  
0BCB - Byte              357A0A1B : 66                 35A2B95B : 0                  
0BCC - Byte              357A0A1C : 147                35A2B95C : 0                  
0BCD - Byte              357A0A1D : 98                 35A2B95D : 0                  
0BCE - Byte              357A0A1E : 82                 35A2B95E : 0                  
0BCF - Byte              357A0A1F : 66                 35A2B95F : 0                  
0BD0 - Float             357A0A20 : 30.97146034        35A2B960 : 0                  
0BD4 - Float             357A0A24 : 30.94167519        35A2B964 : 0                  
0BD8 - Float             357A0A28 : 32.22343826        35A2B968 : 0                  
0BDC - Float             357A0A2C : 32.22438431        35A2B96C : 0                  
0BE0 - Float             357A0A30 : 7.583428383        35A2B970 : 0                  
0BE4 - Float             357A0A34 : 7.596600056        35A2B974 : 0                  
0BE8 - Float             357A0A38 : 7.226863384        35A2B978 : 0                  
0BEC - Float             357A0A3C : 7.224912167        35A2B97C : 0                  
0BF0 - Float             357A0A40 : 49.73303986        35A2B980 : 0                  
0BF4 - Float             357A0A44 : 49.72394943        35A2B984 : 0                  
0BF8 - Float             357A0A48 : 49.72327042        35A2B988 : 0                  
0BFC - Float             357A0A4C : 49.73020554        35A2B98C : 0                  
0C00 - Float             357A0A50 : 29.8374176         35A2B990 : 0                  
0C04 - Float             357A0A54 : 29.80172729        35A2B994 : 0                  
0C08 - Float             357A0A58 : 29.81701469        35A2B998 : 0                  
0C0C - Float             357A0A5C : 27.93650246        35A2B99C : 0                  
0C10 - Float             357A0A60 : 5.732586384        35A2B9A0 : 0                  
0C14 - Float             357A0A64 : 5.730496883        35A2B9A4 : 0                  
0C18 - Float             357A0A68 : 5.73265028         35A2B9A8 : 0                  
0C1C - Float             357A0A6C : 5.815392017        35A2B9AC : 0                  
0C20 - Float             357A0A70 : 49.72859955        35A2B9B0 : 0                  
0C24 - Float             357A0A74 : 50.67573547        35A2B9B4 : 0                  
0C28 - Float             357A0A78 : 50.66191101        35A2B9B8 : 0                  
0C2C - Float             357A0A7C : 51.98408127        35A2B9BC : 0                  
0C30 - Float             357A0A80 : 27.93294716        35A2B9C0 : 0                  
0C34 - Float             357A0A84 : 32.13555145        35A2B9C4 : 0                  
0C38 - Float             357A0A88 : 32.13216019        35A2B9C8 : 0                  
0C3C - Float             357A0A8C : 31.89983749        35A2B9CC : 0                  
0C40 - Float             357A0A90 : 5.822864056        35A2B9D0 : 0                  
0C44 - Float             357A0A94 : 6.76745224         35A2B9D4 : 0                  
0C48 - Float             357A0A98 : 6.759263515        35A2B9D8 : 0                  
0C4C - Float             357A0A9C : 8.42564106         35A2B9DC : 0                  
0C50 - Float             357A0AA0 : 51.96891785        35A2B9E0 : 0                  
0C54 - Float             357A0AA4 : 53.16857147        35A2B9E4 : 0                  
0C58 - Float             357A0AA8 : 53.16448975        35A2B9E8 : 0                  
0C5C - Float             357A0AAC : 51.71580887        35A2B9EC : 0                  
0C60 - Float             357A0AB0 : 31.85710144        35A2B9F0 : 0                  
0C64 - Float             357A0AB4 : 28.2014122         35A2B9F4 : 0                  
0C68 - Float             357A0AB8 : 28.19918251        35A2B9F8 : 0                  
0C6C - Float             357A0ABC : 25.78584099        35A2B9FC : 0                  
0C70 - Float             357A0AC0 : 8.478485107        35A2BA00 : 0                  
0C74 - Float             357A0AC4 : 10.06589317        35A2BA04 : 0                  
0C78 - String            357A0AC8 : 3&!A               35A2BA08 :                    
0C7C - Float             357A0ACC : 9.13495636         35A2BA0C : 0                  
0C80 - Float             357A0AD0 : 51.72163773        35A2BA10 : 0                  
0C84 - Float             357A0AD4 : 51.72248077        35A2BA14 : 0                  
0C88 - Float             357A0AD8 : 51.72120285        35A2BA18 : 0                  
0C8C - Float             357A0ADC : 52.02679825        35A2BA1C : 0                  
0C90 - Float             357A0AE0 : 25.77923775        35A2BA20 : 0                  
0C94 - Float             357A0AE4 : 25.78150558        35A2BA24 : 0                  
0C98 - Float             357A0AE8 : 25.78565979        35A2BA28 : 0                  
0C9C - Float             357A0AEC : 29.2395401         35A2BA2C : 0                  
0CA0 - Float             357A0AF0 : 9.151055336        35A2BA30 : 0                  
0CA4 - Float             357A0AF4 : 9.158115387        35A2BA34 : 0                  
0CA8 - Float             357A0AF8 : 9.160497665        35A2BA38 : 0                  
0CAC - Float             357A0AFC : 10.84561729        35A2BA3C : 0                  
0CB0 - Float             357A0B00 : 52.02252197        35A2BA40 : 0                  
0CB4 - Float             357A0B04 : 52.00037766        35A2BA44 : 0                  
0CB8 - String            357A0B08 : .LDB               35A2BA48 :                    
0CBC - Byte              357A0B0C : 215                35A2BA4C : 0                  
0CBD - String            357A0B0D : IDBh               35A2BA4D :                    
0CC1 - Byte              357A0B11 : 243                35A2BA51 : 0                  
0CC2 - Byte              357A0B12 : 233                35A2BA52 : 0                  
0CC3 - Byte              357A0B13 : 65                 35A2BA53 : 0                  
0CC4 - Float             357A0B14 : 29.24692535        35A2BA54 : 0                  
0CC8 - Float             357A0B18 : 28.446455          35A2BA58 : 0                  
0CCC - Float             357A0B1C : 28.44819832        35A2BA5C : 0                  
0CD0 - Float             357A0B20 : 10.84831429        35A2BA60 : 0                  
0CD4 - Float             357A0B24 : 10.85266876        35A2BA64 : 0                  
0CD8 - Float             357A0B28 : 8.743465424        35A2BA68 : 0                  
0CDC - Float             357A0B2C : 8.754759789        35A2BA6C : 0                  
0CE0 - String            357A0B30 : qODB               35A2BA70 :                    
0CE4 - Byte              357A0B34 : 150                35A2BA74 : 0                  
0CE5 - Byte              357A0B35 : 76                 35A2BA75 : 0                  
0CE6 - Byte              357A0B36 : 68                 35A2BA76 : 0                  
0CE7 - Byte              357A0B37 : 66                 35A2BA77 : 0                  
0CE8 - Byte              357A0B38 : 202                35A2BA78 : 0                  
0CE9 - Byte              357A0B39 : 93                 35A2BA79 : 0                  
0CEA - Byte              357A0B3A : 68                 35A2BA7A : 0                  
0CEB - Byte              357A0B3B : 66                 35A2BA7B : 0                  
0CEC - Byte              357A0B3C : 253                35A2BA7C : 0                  
0CED - Byte              357A0B3D : 61                 35A2BA7D : 0                  
0CEE - Byte              357A0B3E : 75                 35A2BA7E : 0                  
0CEF - Byte              357A0B3F : 66                 35A2BA7F : 0                  
0CF0 - Float             357A0B40 : 29.54615021        35A2BA80 : 0                  
0CF4 - Float             357A0B44 : 29.53598404        35A2BA84 : 0                  
0CF8 - Float             357A0B48 : 29.53668785        35A2BA88 : 0                  
0CFC - Float             357A0B4C : 29.76610565        35A2BA8C : 0                  
0D00 - Float             357A0B50 : 8.842535973        35A2BA90 : 0                  
0D04 - Float             357A0B54 : 8.855010986        35A2BA94 : 0                  
0D08 - Float             357A0B58 : 8.874826431        35A2BA98 : 0                  
0D0C - Byte              357A0B5C : 11                 35A2BA9C : 0                  
0D0D - String            357A0B5D : }*A68KB.<KB        35A2BA9D :                    
0D18 - Float             357A0B68 : 50.73116684        35A2BAA8 : 0                  
0D1C - Float             357A0B6C : 50.739254          35A2BAAC : 0                  
0D20 - Float             357A0B70 : 29.75339127        35A2BAB0 : 0                  
0D24 - Float             357A0B74 : 29.74696922        35A2BAB4 : 0                  
0D28 - Float             357A0B78 : 28.69264984        35A2BAB8 : 0                  
0D2C - Float             357A0B7C : 28.69270134        35A2BABC : 0                  
0D30 - Float             357A0B80 : 10.66843891        35A2BAC0 : 0                  
0D34 - Float             357A0B84 : 10.67339802        35A2BAC4 : 0                  
0D38 - Float             357A0B88 : 10.72796059        35A2BAC8 : 0                  
0D3C - Float             357A0B8C : 10.73655128        35A2BACC : 0                  
0D40 - Float             357A0B90 : 50.74406433        35A2BAD0 : 0                  
0D44 - Float             357A0B94 : 50.74406433        35A2BAD4 : 0                  
0D48 - Float             357A0B98 : 50.74406433        35A2BAD8 : 0                  
0D4C - Float             357A0B9C : 50.74406433        35A2BADC : 0                  
0D50 - Float             357A0BA0 : 28.70180702        35A2BAE0 : 0                  
0D54 - Float             357A0BA4 : 28.70180702        35A2BAE4 : 0                  
0D58 - Float             357A0BA8 : 28.70180702        35A2BAE8 : 0                  
0D5C - Float             357A0BAC : 28.70180702        35A2BAEC : 0                  
0D60 - Float             357A0BB0 : 10.74048424        35A2BAF0 : 0                  
0D64 - Float             357A0BB4 : 10.74048424        35A2BAF4 : 0                  
0D68 - Float             357A0BB8 : 10.74048424        35A2BAF8 : 0                  
0D6C - Float             357A0BBC : 10.74048424        35A2BAFC : 0                  
0D70 - Float             357A0BC0 : 38.4337883         35A2BB00 : 0                  
0D74 - Float             357A0BC4 : 38.4180069         35A2BB04 : 0                  
0D78 - Float             357A0BC8 : 38.43273163        35A2BB08 : 0                  
0D7C - Float             357A0BCC : 38.42985153        35A2BB0C : 0                  
0D80 - Float             357A0BD0 : -1.850049734       35A2BB10 : 0                  
0D84 - Float             357A0BD4 : -1.865125656       35A2BB14 : 0                  
0D88 - Float             357A0BD8 : -1.861679673       35A2BB18 : 0                  
0D8C - Float             357A0BDC : -1.86476469        35A2BB1C : 0                  
0D90 - Byte              357A0BE0 : 229                35A2BB20 : 0                  
0D91 - Byte              357A0BE1 : 34                 35A2BB21 : 0                  
0D92 - Byte              357A0BE2 : 67                 35A2BB22 : 0                  
0D93 - Byte              357A0BE3 : 66                 35A2BB23 : 0                  
0D94 - Float             357A0BE4 : 48.76625824        35A2BB24 : 0                  
0D98 - Float             357A0BE8 : 48.77122879        35A2BB28 : 0                  
0D9C - Float             357A0BEC : 48.76753998        35A2BB2C : 0                  
0DA0 - 4 Bytes           357A0BF0 : 0                  35A2BB30 : 0                  
0DA4 - 4 Bytes           357A0BF4 : 0                  35A2BB34 : 0                  
0DA8 - 4 Bytes           357A0BF8 : 0                  35A2BB38 : 0                  
0DAC - 4 Bytes           357A0BFC : 0                  35A2BB3C : 0                  
0DB0 - 4 Bytes           357A0C00 : 0                  35A2BB40 : 0                  
0DB4 - 4 Bytes           357A0C04 : 0                  35A2BB44 : 0                  
0DB8 - 4 Bytes           357A0C08 : 0                  35A2BB48 : 0                  
0DBC - 4 Bytes           357A0C0C : 0                  35A2BB4C : 0                  
0DC0 - 4 Bytes           357A0C10 : 0                  35A2BB50 : 0                  
0DC4 - 4 Bytes           357A0C14 : 0                  35A2BB54 : 0                  
0DC8 - 4 Bytes           357A0C18 : 0                  35A2BB58 : 0                  
0DCC - 4 Bytes           357A0C1C : 0                  35A2BB5C : 0                  
0DD0 - 4 Bytes           357A0C20 : 0                  35A2BB60 : 0                  
0DD4 - 4 Bytes           357A0C24 : 0                  35A2BB64 : 0                  
0DD8 - 4 Bytes           357A0C28 : 0                  35A2BB68 : 0                  
0DDC - 4 Bytes           357A0C2C : 0                  35A2BB6C : 0                  
0DE0 - 4 Bytes           357A0C30 : 0                  35A2BB70 : 0                  
0DE4 - 4 Bytes           357A0C34 : 0                  35A2BB74 : 0                  
0DE8 - 4 Bytes           357A0C38 : 0                  35A2BB78 : 0                  
0DEC - 4 Bytes           357A0C3C : 0                  35A2BB7C : 0                  
0DF0 - 4 Bytes           357A0C40 : 0                  35A2BB80 : 0                  
0DF4 - 4 Bytes           357A0C44 : 0                  35A2BB84 : 0                  
0DF8 - 4 Bytes           357A0C48 : 0                  35A2BB88 : 0                  
0DFC - 4 Bytes           357A0C4C : 0                  35A2BB8C : 0                  
0E00 - 4 Bytes           357A0C50 : 0                  35A2BB90 : 0                  
0E04 - 4 Bytes           357A0C54 : 0                  35A2BB94 : 0                  
0E08 - 4 Bytes           357A0C58 : 0                  35A2BB98 : 0                  
0E0C - 4 Bytes           357A0C5C : 0                  35A2BB9C : 0                  
0E10 - 4 Bytes           357A0C60 : 0                  35A2BBA0 : 0                  
0E14 - 4 Bytes           357A0C64 : 0                  35A2BBA4 : 0                  
0E18 - 4 Bytes           357A0C68 : 0                  35A2BBA8 : 0                  
0E1C - 4 Bytes           357A0C6C : 0                  35A2BBAC : 0                  
0E20 - 4 Bytes           357A0C70 : 0                  35A2BBB0 : 0                  
0E24 - 4 Bytes           357A0C74 : 0                  35A2BBB4 : 0                  
0E28 - 4 Bytes           357A0C78 : 0                  35A2BBB8 : 0                  
0E2C - 4 Bytes           357A0C7C : 0                  35A2BBBC : 0                  
0E30 - 4 Bytes           357A0C80 : 0                  35A2BBC0 : 0                  
0E34 - 4 Bytes           357A0C84 : 0                  35A2BBC4 : 0                  
0E38 - 4 Bytes           357A0C88 : 0                  35A2BBC8 : 0                  
0E3C - 4 Bytes           357A0C8C : 0                  35A2BBCC : 0                  
0E40 - 4 Bytes           357A0C90 : 0                  35A2BBD0 : 0                  
0E44 - 4 Bytes           357A0C94 : 0                  35A2BBD4 : 0                  
0E48 - 4 Bytes           357A0C98 : 0                  35A2BBD8 : 0                  
0E4C - 4 Bytes           357A0C9C : 0                  35A2BBDC : 0                  
0E50 - 4 Bytes           357A0CA0 : 0                  35A2BBE0 : 0                  
0E54 - 4 Bytes           357A0CA4 : 0                  35A2BBE4 : 0                  
0E58 - 4 Bytes           357A0CA8 : 0                  35A2BBE8 : 0                  
0E5C - 4 Bytes           357A0CAC : 0                  35A2BBEC : 0                  
0E60 - 4 Bytes           357A0CB0 : 0                  35A2BBF0 : 0                  
0E64 - 4 Bytes           357A0CB4 : 0                  35A2BBF4 : 0                  
0E68 - 4 Bytes           357A0CB8 : 0                  35A2BBF8 : 0                  
0E6C - 4 Bytes           357A0CBC : 0                  35A2BBFC : 0                  
0E70 - 4 Bytes           357A0CC0 : 0                  35A2BC00 : 0                  
0E74 - 4 Bytes           357A0CC4 : 0                  35A2BC04 : 0                  
0E78 - 4 Bytes           357A0CC8 : 0                  35A2BC08 : 0                  
0E7C - 4 Bytes           357A0CCC : 0                  35A2BC0C : 0                  
0E80 - 4 Bytes           357A0CD0 : 0                  35A2BC10 : 0                  
0E84 - 4 Bytes           357A0CD4 : 0                  35A2BC14 : 0                  
0E88 - 4 Bytes           357A0CD8 : 0                  35A2BC18 : 0                  
0E8C - 4 Bytes           357A0CDC : 0                  35A2BC1C : 0                  
0E90 - 4 Bytes           357A0CE0 : 0                  35A2BC20 : 0                  
0E94 - 4 Bytes           357A0CE4 : 0                  35A2BC24 : 0                  
0E98 - 4 Bytes           357A0CE8 : 0                  35A2BC28 : 0                  
0E9C - 4 Bytes           357A0CEC : 0                  35A2BC2C : 0                  
0EA0 - 4 Bytes           357A0CF0 : 0                  35A2BC30 : 0                  
0EA4 - 4 Bytes           357A0CF4 : 0                  35A2BC34 : 0                  
0EA8 - 4 Bytes           357A0CF8 : 0                  35A2BC38 : 0                  
0EAC - 4 Bytes           357A0CFC : 0                  35A2BC3C : 0                  
0EB0 - 4 Bytes           357A0D00 : 0                  35A2BC40 : 0                  
0EB4 - 4 Bytes           357A0D04 : 0                  35A2BC44 : 0                  
0EB8 - 4 Bytes           357A0D08 : 0                  35A2BC48 : 0                  
0EBC - 4 Bytes           357A0D0C : 0                  35A2BC4C : 0                  
0EC0 - 4 Bytes           357A0D10 : 0                  35A2BC50 : 0                  
0EC4 - 4 Bytes           357A0D14 : 0                  35A2BC54 : 0                  
0EC8 - 4 Bytes           357A0D18 : 0                  35A2BC58 : 0                  
0ECC - 4 Bytes           357A0D1C : 0                  35A2BC5C : 0                  
0ED0 - 4 Bytes           357A0D20 : 0                  35A2BC60 : 0                  
0ED4 - 4 Bytes           357A0D24 : 0                  35A2BC64 : 0                  
0ED8 - 4 Bytes           357A0D28 : 0                  35A2BC68 : 0                  
0EDC - 4 Bytes           357A0D2C : 0                  35A2BC6C : 0                  
0EE0 - 4 Bytes           357A0D30 : 0                  35A2BC70 : 0                  
0EE4 - 4 Bytes           357A0D34 : 0                  35A2BC74 : 0                  
0EE8 - 4 Bytes           357A0D38 : 0                  35A2BC78 : 0                  
0EEC - 4 Bytes           357A0D3C : 0                  35A2BC7C : 0                  
0EF0 - 4 Bytes           357A0D40 : 0                  35A2BC80 : 0                  
0EF4 - 4 Bytes           357A0D44 : 0                  35A2BC84 : 0                  
0EF8 - 4 Bytes           357A0D48 : 0                  35A2BC88 : 0                  
0EFC - 4 Bytes           357A0D4C : 0                  35A2BC8C : 0                  
0F00 - 4 Bytes           357A0D50 : 0                  35A2BC90 : 0                  
0F04 - 4 Bytes           357A0D54 : 0                  35A2BC94 : 0                  
0F08 - 4 Bytes           357A0D58 : 0                  35A2BC98 : 0                  
0F0C - 4 Bytes           357A0D5C : 0                  35A2BC9C : 0                  
0F10 - 4 Bytes           357A0D60 : 0                  35A2BCA0 : 0                  
0F14 - 4 Bytes           357A0D64 : 0                  35A2BCA4 : 0                  
0F18 - 4 Bytes           357A0D68 : 0                  35A2BCA8 : 0                  
0F1C - 4 Bytes           357A0D6C : 0                  35A2BCAC : 0                  
0F20 - 4 Bytes           357A0D70 : 0                  35A2BCB0 : 0                  
0F24 - 4 Bytes           357A0D74 : 0                  35A2BCB4 : 0                  
0F28 - 4 Bytes           357A0D78 : 0                  35A2BCB8 : 0                  
0F2C - 4 Bytes           357A0D7C : 0                  35A2BCBC : 0                  
0F30 - Pointer           357A0D80 : P->35A3EF00        35A2BCC0 : P->00000000        
0F34 - Float             357A0D84 : 45.50771713        35A2BCC4 : -0.01594543457     
0F38 - Float             357A0D88 : 45.50545883        35A2BCC8 : 0.05536842346      
0F3C - Float             357A0D8C : 45.49644089        35A2BCCC : -177.8045502       
0F40 - Float             357A0D90 : 1.985553503        35A2BCD0 : -0.6806782484      
0F44 - Float             357A0D94 : 1.997793436        35A2BCD4 : 0.08358348906      
0F48 - Float             357A0D98 : 2.000015497        35A2BCD8 : -0.09468409419     
0F4C - Float             357A0D9C : 2.007644415        35A2BCDC : 0.7216134667       
0F50 - Float             357A0DA0 : 15.16914272        35A2BCE0 : 0.9999999404       
0F54 - Byte              357A0DA4 : 163                35A2BCE4 : 255                
0F55 - Byte              357A0DA5 : 108                35A2BCE5 : 255                
0F56 - Byte              357A0DA6 : 114                35A2BCE6 : 127                
0F57 - Byte              357A0DA7 : 65                 35A2BCE7 : 63                 
0F58 - Byte              357A0DA8 : 168                35A2BCE8 : 255                
0F59 - String            357A0DA9 : \rA9,rA            35A2BCE9 : ÿ?                
0F60 - Byte              357A0DB0 : 134                35A2BCF0 : 0                  
0F61 - Byte              357A0DB1 : 72                 35A2BCF1 : 0                  
0F62 - Byte              357A0DB2 : 53                 35A2BCF2 : 160                
0F63 - Byte              357A0DB3 : 66                 35A2BCF3 : 189                
0F64 - Byte              357A0DB4 : 183                35A2BCF4 : 0                  
0F65 - Byte              357A0DB5 : 69                 35A2BCF5 : 128                
0F66 - Byte              357A0DB6 : 53                 35A2BCF6 : 160                
0F67 - 2 Bytes           357A0DB7 : 39490              35A2BCF7 : 187                
0F69 - Byte              357A0DB9 : 31                 35A2BCF9 : 196                
0F6A - String            357A0DBA : 5BAP0B             35A2BCFA : F=f±1Ã             
0F70 - Float             357A0DC0 : 0.4683754444       35A2BD00 : -0.5797281265      
0F74 - Float             357A0DC4 : 0.4662544727       35A2BD04 : 0.6046228409       
0F78 - Float             357A0DC8 : 0.4648784399       35A2BD08 : -0.5329119563      
0F7C - Float             357A0DCC : 1.985553503        35A2BD0C : 0.1197982058       
0F80 - Float             357A0DD0 : 15.04313374        35A2BD10 : 0.9999999404       
0F84 - Float             357A0DD4 : 15.03898907        35A2BD14 : 0.9999999404       
0F88 - Float             357A0DD8 : 14.97937965        35A2BD18 : 0.9999999404       
0F8C - Float             357A0DDC : 16.30308723        35A2BD1C : 0                  
0F90 - String            357A0DE0 : JC0B               35A2BD20 :                    
0F94 - Byte              357A0DE4 : 151                35A2BD24 : 0                  
0F95 - String            357A0DE5 : !0Bp               35A2BD25 : ÀF½                
0F99 - Byte              357A0DE9 : 25                 35A2BD29 : 238                
0F9A - Byte              357A0DEA : 48                 35A2BD2A : 76                 
0F9B - Byte              357A0DEB : 66                 35A2BD2B : 61                 
0F9C - Float             357A0DEC : 43.91278839        35A2BD2C : -177.7825317       
0FA0 - Float             357A0DF0 : 1.986664534        35A2BD30 : 0.6910942793       
0FA4 - Float             357A0DF4 : 2.001730442        35A2BD34 : -0.2063902617      
0FA8 - Float             357A0DF8 : 2.00232935         35A2BD38 : 0.6832585931       
0FAC - Float             357A0DFC : 0.5035684705       35A2BD3C : -0.1137965843      
0FB0 - Float             357A0E00 : 16.31074715        35A2BD40 : 0.9999999404       
0FB4 - Float             357A0E04 : 16.30526924        35A2BD44 : 0.9999999404       
0FB8 - Float             357A0E08 : 16.30311775        35A2BD48 : 0.9999999404       
0FBC - Float             357A0E0C : 15.86294937        35A2BD4C : 0                  
0FC0 - Byte              357A0E10 : 14                 35A2BD50 : 0                  
0FC1 - String            357A0E11 : I/Bb               35A2BD51 : P…<                
0FC5 - Byte              357A0E15 : 214                35A2BD55 : 0                  
0FC6 - Byte              357A0E16 : 43                 35A2BD56 : 123                
0FC7 - 2 Bytes           357A0E17 : 36930              35A2BD57 : 188                
0FC9 - Byte              357A0E19 : 207                35A2BD59 : 188                
0FCA - Byte              357A0E1A : 43                 35A2BD5A : 203                
0FCB - Byte              357A0E1B : 66                 35A2BD5B : 189                
0FCC - Float             357A0E1C : 42.94718933        35A2BD5C : -177.7984467       
0FD0 - Float             357A0E20 : 0.5007844567       35A2BD60 : -0.6993849874      
0FD4 - Float             357A0E24 : 3.73397541         35A2BD64 : 0.09435047209      
0FD8 - Float             357A0E28 : 3.733285427        35A2BD68 : 0.6982465982       
0FDC - Float             357A0E2C : 3.730486393        35A2BD6C : 0.1200438961       
0FE0 - Byte              357A0E30 : 146                35A2BD70 : 255                
0FE1 - Byte              357A0E31 : 94                 35A2BD71 : 255                
0FE2 - Byte              357A0E32 : 125                35A2BD72 : 127                
0FE3 - Byte              357A0E33 : 65                 35A2BD73 : 63                 
