Offset-Description                                                                   
0000 - Pointer           3579FE50 : P->00FAE99C        35A2AD90 : P->00FAE99C        
04F8 - Double            357A0348 : 0.0074408147484064135A2B288 : 39428072.1889411   
0500 - Float             357A0350 : 1                  35A2B290 : -3.387608051       
0504 - Float             357A0354 : 1                  35A2B294 : -3.406428814       
0508 - Float             357A0358 : 1                  35A2B298 : -3.420079708       
050C - 4 Bytes           357A035C : 0                  35A2B29C : 3227084478         
0510 - Float             357A0360 : -0.1996890008      35A2B2A0 : 24.62398529        
0514 - Float             357A0364 : 0.2564130127       35A2B2A4 : 24.66018677        
0518 - Float             357A0368 : -0.01173400041     35A2B2A8 : 24.66018677        
051C - 4 Bytes           357A036C : 0                  35A2B2AC : 1103448080         
0520 - Float             357A0370 : -0.03145299852     35A2B2B0 : 16.13132477        
0524 - Byte              357A0374 : 142                35A2B2B4 : 87                 
0525 - String            357A0375 : Y~?z               35A2B2B5 : ›AW               
0529 - Byte              357A0379 : 198                35A2B2B9 : 155                
052A - Byte              357A037A : 222                35A2B2BA : 129                
052B - Byte              357A037B : 189                35A2B2BB : 65                 
052C - Float             357A037C : -0.005425000098    35A2B2BC : 16.20084953        
0530 - Float             357A0380 : 1                  35A2B2C0 : -3.170211792       
0534 - Float             357A0384 : 1                  35A2B2C4 : -3.223908663       
0538 - Float             357A0388 : 1                  35A2B2C8 : -3.223908663       
053C - 4 Bytes           357A038C : 0                  35A2B2CC : 3226358917         
0540 - String            357A0390 : F{L>               35A2B2D0 : F{L>               
0544 - Float             357A0394 : 0.2564130127       35A2B2D4 : 0.2564130127       
0548 - Float             357A0398 : -0.01173400041     35A2B2D8 : -0.01173400041     
054C - 4 Bytes           357A039C : 0                  35A2B2DC : 0                  
0550 - Float             357A03A0 : -0.1087770015      35A2B2E0 : -0.1087770015      
0554 - Float             357A03A4 : -0.005425000098    35A2B2E4 : -0.005425000098    
0558 - Float             357A03A8 : -0.03144900128     35A2B2E8 : -0.03144900128     
055C - Byte              357A03AC : 142                35A2B2EC : 142                
055D - Byte              357A03AD : 89                 35A2B2ED : 89                 
055E - Byte              357A03AE : 126                35A2B2EE : 126                
055F - Byte              357A03AF : 63                 35A2B2EF : 63                 
0560 - Float             357A03B0 : 1                  35A2B2F0 : 1                  
0564 - Float             357A03B4 : 1                  35A2B2F4 : 1                  
0568 - Float             357A03B8 : 1                  35A2B2F8 : 1                  
056C - 4 Bytes           357A03BC : 0                  35A2B2FC : 0                  
0570 - Float             357A03C0 : 0.2594510019       35A2B300 : 0.2594510019       
0574 - Float             357A03C4 : 0.0003180000058    35A2B304 : 0.0003180000058    
0578 - Float             357A03C8 : 0.00001999999949   35A2B308 : 0.00001999999949   
057C - 4 Bytes           357A03CC : 0                  35A2B30C : 0                  
0580 - Pointer           357A03D0 : P->38841EDE        35A2B310 : P->38841EDE        
0584 - Float             357A03D4 : -0.001968000084    35A2B314 : -0.001968000084    
0588 - Float             357A03D8 : 0.0318569988       35A2B318 : 0.0318569988       
058C - Float             357A03DC : 0.9994900227       35A2B31C : 0.9994900227       
0590 - Float             357A03E0 : 1                  35A2B320 : 1                  
0594 - Float             357A03E4 : 1                  35A2B324 : 1                  
0598 - Float             357A03E8 : 1                  35A2B328 : 1                  
059C - 4 Bytes           357A03EC : 0                  35A2B32C : 0                  
05A0 - Float             357A03F0 : 0.2594510019       35A2B330 : 0.2594510019       
05A4 - Float             357A03F4 : 0.0003180000058    35A2B334 : 0.0003180000058    
05A8 - Float             357A03F8 : -0.00001999999949  35A2B338 : -0.00001999999949  
05AC - 4 Bytes           357A03FC : 0                  35A2B33C : 0                  
05B0 - Float             357A0400 : -0.0000629999995   35A2B340 : -0.0000629999995   
05B4 - Pointer           357A0404 : P->3B00F990        35A2B344 : P->3B00F990        
05B8 - Float             357A0408 : 0.03185300156      35A2B348 : 0.03185300156      
05BC - Float             357A040C : 0.9994909763       35A2B34C : 0.9994909763       
05C0 - Float             357A0410 : 1                  35A2B350 : 1                  
05C4 - Float             357A0414 : 1                  35A2B354 : 1                  
05C8 - Float             357A0418 : 1                  35A2B358 : 1                  
05CC - 4 Bytes           357A041C : 0                  35A2B35C : 0                  
05D0 - Float             357A0420 : 0.004309580196     35A2B360 : 4.463877185E-14    
05D4 - Float             357A0424 : -0.9980896711      35A2B364 : 3.363116314E-44    
05D8 - Float             357A0428 : -0.0616309382      35A2B368 : 0                  
05DC - Float             357A042C : -0.9979369044      35A2B36C : 8.688050479E-44    
05E0 - Float             357A0430 : 1                  35A2B370 : 4.459345219E-14    
05E4 - 4 Bytes           357A0434 : 0                  35A2B374 : 24                 
05E8 - 4 Bytes           357A0438 : 0                  35A2B378 : 0                  
05EC - 4 Bytes           357A043C : 0                  35A2B37C : 62                 
05F0 - 4 Bytes (Hex)     357A0440 : B5CFFFFD           35A2B380 : 294856E0           
05F4 - Float             357A0444 : 0.001741880784     35A2B384 : 3.363116314E-44    
05F8 - Float             357A0448 : -0.9999981523      35A2B388 : 0                  
05FC - Float             357A044C : 0.004317418672     35A2B38C : 8.688050479E-44    
0600 - 4 Bytes           357A0450 : 0                  35A2B390 : 692606400          
0604 - 4 Bytes (Hex)     357A0454 : 80000000           35A2B394 : 00000018           
0608 - Double            357A0458 : 0.0078124962747097 35A2B398 : 1.31563739039847E-312
0610 - 4 Bytes           357A0460 : 0                  35A2B3A0 : 695214944          
0614 - Pointer           357A0464 : P->368E25DF        35A2B3A4 : P->00000018        
0618 - 4 Bytes           357A0468 : 0                  35A2B3A8 : 0                  
061C - Float             357A046C : -8.472485542       35A2B3AC : 8.688050479E-44    
0620 - 4 Bytes           357A0470 : 0                  35A2B3B0 : 896536416          
0624 - 4 Bytes           357A0474 : 0                  35A2B3B4 : 24                 
0628 - 4 Bytes           357A0478 : 0                  35A2B3B8 : 0                  
062C - 4 Bytes           357A047C : 0                  35A2B3BC : 62                 
0630 - 4 Bytes           357A0480 : 0                  35A2B3C0 : 693649600          
0634 - 4 Bytes           357A0484 : 0                  35A2B3C4 : 262167             
0638 - 4 Bytes           357A0488 : 0                  35A2B3C8 : 0                  
063C - 4 Bytes           357A048C : 0                  35A2B3CC : 62                 
0640 - 4 Bytes           357A0490 : 0                  35A2B3D0 : 695215520          
0644 - 4 Bytes           357A0494 : 0                  35A2B3D4 : 23                 
0648 - 4 Bytes           357A0498 : 0                  35A2B3D8 : 0                  
064C - 4 Bytes           357A049C : 0                  35A2B3DC : 62                 
0650 - 4 Bytes           357A04A0 : 0                  35A2B3E0 : 695215808          
0654 - 4 Bytes           357A04A4 : 0                  35A2B3E4 : 24                 
0658 - 4 Bytes           357A04A8 : 0                  35A2B3E8 : 0                  
065C - 4 Bytes           357A04AC : 0                  35A2B3EC : 62                 
0660 - 4 Bytes           357A04B0 : 0                  35A2B3F0 : 896535744          
0664 - 4 Bytes           357A04B4 : 0                  35A2B3F4 : 23                 
0668 - 4 Bytes           357A04B8 : 0                  35A2B3F8 : 0                  
066C - 4 Bytes           357A04BC : 0                  35A2B3FC : 62                 
0670 - 4 Bytes           357A04C0 : 0                  35A2B400 : 692652480          
0674 - 4 Bytes           357A04C4 : 0                  35A2B404 : 23                 
0678 - 4 Bytes           357A04C8 : 0                  35A2B408 : 0                  
067C - 4 Bytes           357A04CC : 0                  35A2B40C : 62                 
0680 - 4 Bytes           357A04D0 : 0                  35A2B410 : 898213568          
0684 - 4 Bytes           357A04D4 : 0                  35A2B414 : 24                 
0688 - 4 Bytes           357A04D8 : 0                  35A2B418 : 0                  
068C - 4 Bytes           357A04DC : 0                  35A2B41C : 62                 
0690 - 4 Bytes           357A04E0 : 0                  35A2B420 : 897327040          
0694 - 4 Bytes           357A04E4 : 0                  35A2B424 : 23                 
0698 - 4 Bytes           357A04E8 : 0                  35A2B428 : 0                  
069C - 4 Bytes           357A04EC : 0                  35A2B42C : 62                 
06A0 - 4 Bytes           357A04F0 : 0                  35A2B430 : 898981696          
06A4 - 4 Bytes           357A04F4 : 0                  35A2B434 : 23                 
06A8 - 4 Bytes           357A04F8 : 0                  35A2B438 : 0                  
06AC - 4 Bytes           357A04FC : 0                  35A2B43C : 62                 
06B0 - 4 Bytes           357A0500 : 0                  35A2B440 : 896535840          
06B4 - 4 Bytes           357A0504 : 0                  35A2B444 : 24                 
06B8 - 4 Bytes           357A0508 : 0                  35A2B448 : 0                  
06BC - 4 Bytes           357A050C : 0                  35A2B44C : 62                 
06C0 - 4 Bytes           357A0510 : 0                  35A2B450 : 898008928          
06C4 - 4 Bytes           357A0514 : 0                  35A2B454 : 24                 
06C8 - 4 Bytes           357A0518 : 0                  35A2B458 : 0                  
06CC - 4 Bytes           357A051C : 0                  35A2B45C : 62                 
06D0 - 4 Bytes           357A0520 : 0                  35A2B460 : 692809856          
06D4 - 4 Bytes           357A0524 : 0                  35A2B464 : 262167             
06D8 - 4 Bytes           357A0528 : 0                  35A2B468 : 0                  
06DC - 4 Bytes           357A052C : 0                  35A2B46C : 62                 
06E0 - 4 Bytes           357A0530 : 0                  35A2B470 : 692803008          
06E4 - 4 Bytes           357A0534 : 0                  35A2B474 : 23                 
06E8 - 4 Bytes           357A0538 : 0                  35A2B478 : 0                  
06EC - 4 Bytes           357A053C : 0                  35A2B47C : 62                 
06F0 - 4 Bytes           357A0540 : 0                  35A2B480 : 896595104          
06F4 - 4 Bytes           357A0544 : 0                  35A2B484 : 24                 
06F8 - 4 Bytes           357A0548 : 0                  35A2B488 : 0                  
06FC - 4 Bytes           357A054C : 0                  35A2B48C : 62                 
0700 - 4 Bytes           357A0550 : 0                  35A2B490 : 898008736          
0704 - 4 Bytes           357A0554 : 0                  35A2B494 : 24                 
0708 - 4 Bytes           357A0558 : 0                  35A2B498 : 0                  
070C - 4 Bytes           357A055C : 0                  35A2B49C : 62                 
0710 - 4 Bytes           357A0560 : 0                  35A2B4A0 : 0                  
0714 - 4 Bytes           357A0564 : 0                  35A2B4A4 : 0                  
0718 - 4 Bytes           357A0568 : 0                  35A2B4A8 : 0                  
071C - 4 Bytes           357A056C : 0                  35A2B4AC : 0                  
0720 - 4 Bytes           357A0570 : 0                  35A2B4B0 : 0                  
0724 - 4 Bytes           357A0574 : 0                  35A2B4B4 : 0                  
0728 - 4 Bytes           357A0578 : 0                  35A2B4B8 : 0                  
072C - 4 Bytes           357A057C : 0                  35A2B4BC : 0                  
0730 - Float             357A0580 : 10.60753345        35A2B4C0 : 4.605278832E-14    
0734 - Float             357A0584 : 9.447741508        35A2B4C4 : 44.51039124        
0738 - Float             357A0588 : 9.42817688         35A2B4C8 : 44.51330948        
073C - Float             357A058C : 9.406912804        35A2B4CC : 44.52141571        
0740 - Float             357A0590 : -1.717997789       35A2B4D0 : 3.011646032        
0744 - Float             357A0594 : -2.416685104       35A2B4D4 : 3.023885965        
0748 - Float             357A0598 : -2.418355942       35A2B4D8 : 3.026108027        
074C - Float             357A059C : -2.42421937        35A2B4DC : 3.033736944        
0750 - String            357A05A0 : \aVA               35A2B4E0 :  ÓÆA               
0754 - Float             357A05A4 : 12.666996          35A2B4E4 : 24.83798027        
0758 - Float             357A05A8 : 12.66180038        35A2B4E8 : 24.83454323        
075C - Float             357A05AC : 12.66412926        35A2B4EC : 24.82207108        
0760 - String            357A05B0 : ~W7A               35A2B4F0 : ß22B               
0764 - Byte              357A05B4 : 3                  35A2B4F4 : 236                
0765 - Byte              357A05B5 : 127                35A2B4F5 : 53                 
0766 - Byte              357A05B6 : 55                 35A2B4F6 : 50                 
0767 - Byte              357A05B7 : 65                 35A2B4F7 : 66                 
0768 - Float             357A05B8 : 11.47115231        35A2B4F8 : 44.5962944         
076C - Float             357A05BC : 11.47101212        35A2B4FC : 42.94548798        
0770 - Float             357A05C0 : -2.825768471       35A2B500 : 1.494467974        
0774 - Float             357A05C4 : -2.834090471       35A2B504 : 1.492347002        
0778 - Float             357A05C8 : -2.845901012       35A2B508 : 1.490970969        
077C - Float             357A05CC : -2.864321232       35A2B50C : 3.011646032        
0780 - Float             357A05D0 : 14.3460331         35A2B510 : 24.62553406        
0784 - Float             357A05D4 : 14.36662388        35A2B514 : 24.62155533        
0788 - Byte              357A05D8 : 191                35A2B518 : 33                 
0789 - Byte              357A05D9 : 65                 35A2B519 : 136                
078A - Byte              357A05DA : 102                35A2B51A : 196                
078B - Byte              357A05DB : 65                 35A2B51B : 65                 
078C - Byte              357A05DC : 160                35A2B51C : 152                
078D - Byte              357A05DD : 78                 35A2B51D : 7                  
078E - Byte              357A05DE : 103                35A2B51E : 191                
078F - Byte              357A05DF : 65                 35A2B51F : 65                 
0790 - Float             357A05E0 : 8.81413269         35A2B520 : 42.93401718        
0794 - Float             357A05E4 : 8.799331665        35A2B524 : 42.92811584        
0798 - Float             357A05E8 : 8.795972824        35A2B528 : 42.92747116        
079C - Float             357A05EC : 9.879415512        35A2B52C : 43.30438995        
07A0 - Float             357A05F0 : -2.441009521       35A2B530 : 3.012757063        
07A4 - Float             357A05F4 : -2.444049358       35A2B534 : 3.027822971        
07A8 - Float             357A05F8 : -2.447087765       35A2B538 : 3.028421879        
07AC - Float             357A05FC : 0.03466415405      35A2B53C : 1.52966094         
07B0 - Float             357A0600 : 12.84720802        35A2B540 : 23.86935806        
07B4 - Float             357A0604 : 12.85647202        35A2B544 : 23.83651924        
07B8 - Float             357A0608 : 12.86278152        35A2B548 : 23.82830238        
07BC - Float             357A060C : 14.48809338        35A2B54C : 23.57485199        
07C0 - Float             357A0610 : 9.88212204         35A2B550 : 43.29943085        
07C4 - Float             357A0614 : 9.88138485         35A2B554 : 45.60924911        
07C8 - Float             357A0618 : 9.874788284        35A2B558 : 45.62128067        
07CC - Float             357A061C : 9.864017487        35A2B55C : 45.63513565        
07D0 - Float             357A0620 : 0.04359030724      35A2B560 : 1.526876926        
07D4 - Float             357A0624 : 0.04640460014      35A2B564 : 4.76006794         
07D8 - Float             357A0628 : 0.05458378792      35A2B568 : 4.759377956        
07DC - Float             357A062C : 0.05447077751      35A2B56C : 4.756578922        
07E0 - Float             357A0630 : 14.49495792        35A2B570 : 23.47952843        
07E4 - Float             357A0634 : 14.49845219        35A2B574 : 21.7402401         
07E8 - Byte              357A0638 : 128                35A2B578 : 190                
07E9 - Byte              357A0639 : 50                 35A2B579 : 212                
07EA - Byte              357A063A : 104                35A2B57A : 173                
07EB - Byte              357A063B : 65                 35A2B57B : 65                 
07EC - Byte              357A063C : 231                35A2B57C : 164                
07ED - String            357A063D : VhA!(1A            35A2B57D : ¾­A’V0B            
07F4 - Float             357A0644 : 11.06701756        35A2B584 : 44.09100342        
07F8 - Float             357A0648 : 11.06290054        35A2B588 : 44.08589172        
07FC - Byte              357A064C : 170                35A2B58C : 94                 
07FD - Byte              357A064D : 32                 35A2B58D : 96                 
07FE - Byte              357A064E : 48                 35A2B58E : 62                 
07FF - Byte              357A064F : 65                 35A2B58F : 66                 
0800 - Float             357A0650 : -3.402758121       35A2B590 : 4.686090946        
0804 - Float             357A0654 : -3.404913664       35A2B594 : 4.695933342        
0808 - Float             357A0658 : -3.405288458       35A2B598 : 4.693959236        
080C - Float             357A065C : -2.506708384       35A2B59C : 2.400176048        
0810 - Float             357A0660 : 16.00969505        35A2B5A0 : 21.35647583        
0814 - Float             357A0664 : 16.01249886        35A2B5A4 : 21.33899879        
0818 - Float             357A0668 : 16.014925          35A2B5A8 : 21.31629753        
081C - Float             357A066C : 16.19181061        35A2B5AC : 20.88889313        
0820 - String            357A0670 : ^V0A               35A2B5B0 : 8Œ>B               
0824 - Byte              357A0674 : 220                35A2B5B4 : 23                 
0825 - String            357A0675 : J0A8               35A2B5B5 : >Bp               
0829 - Byte              357A0679 : 1                  35A2B5B9 : 107                
082A - Byte              357A067A : 4                  35A2B5BA : 62                 
082B - Byte              357A067B : 65                 35A2B5BB : 66                 
082C - Float             357A067C : 8.264947891        35A2B5BC : 47.6202774         
0830 - Float             357A0680 : -2.533479691       35A2B5C0 : 2.41070199         
0834 - Float             357A0684 : -2.52903223        35A2B5C4 : 2.403474092        
0838 - Float             357A0688 : -1.150970221       35A2B5C8 : 4.089251041        
083C - Float             357A068C : -1.122028828       35A2B5CC : 4.084393024        
0840 - Float             357A0690 : 16.20118141        35A2B5D0 : 20.82971001        
0844 - Float             357A0694 : 16.20370483        35A2B5D4 : 20.80847168        
0848 - String            357A0698 : o3jA|zjAv"         35A2B5D8 : ”ó£AÌ£AÇ{         
0852 - Byte              357A06A2 : 4                  35A2B5E2 : 62                 
0853 - Byte              357A06A3 : 65                 35A2B5E3 : 66                 
0854 - Float             357A06A4 : 9.112258911        35A2B5E4 : 43.49692535        
0858 - Float             357A06A8 : 9.236118317        35A2B5E8 : 43.49365997        
085C - Float             357A06AC : 9.255029678        35A2B5EC : 43.49069595        
0860 - Float             357A06B0 : -1.12936902        35A2B5F0 : 4.084805965        
0864 - Float             357A06B4 : -3.555465221       35A2B5F4 : 4.385835648        
0868 - Float             357A06B8 : -0.4022190571      35A2B5F8 : 4.381444931        
086C - Float             357A06BC : -0.4357204437      35A2B5FC : 4.376009941        
0870 - Byte              357A06C0 : 30                 35A2B600 : 206                
0871 - Byte              357A06C1 : 114                35A2B601 : 167                
0872 - Byte              357A06C2 : 106                35A2B602 : 163                
0873 - Byte              357A06C3 : 65                 35A2B603 : 65                 
0874 - Byte              357A06C4 : 209                35A2B604 : 213                
0875 - Byte              357A06C5 : 65                 35A2B605 : 163                
0876 - Byte              357A06C6 : 108                35A2B606 : 153                
0877 - Byte              357A06C7 : 65                 35A2B607 : 65                 
0878 - Float             357A06C8 : 15.49657631        35A2B608 : 19.17028427        
087C - String            357A06CC : P>xA\              35A2B60C : <R™AÓ              
0881 - Byte              357A06D1 : 202                35A2B611 : 161                
0882 - Byte              357A06D2 : 17                 35A2B612 : 60                 
0883 - Byte              357A06D3 : 65                 35A2B613 : 66                 
0884 - Float             357A06D4 : 9.122666359        35A2B614 : 47.15817261        
0888 - Float             357A06D8 : 8.108452797        35A2B618 : 47.12792969        
088C - Float             357A06DC : 9.140856743        35A2B61C : 47.21682739        
0890 - Float             357A06E0 : -3.567866325       35A2B620 : 1.357446909        
0894 - Float             357A06E4 : -3.570076942       35A2B624 : 1.357182026        
0898 - Float             357A06E8 : -2.881643772       35A2B628 : 1.356868029        
089C - Float             357A06EC : -3.570721626       35A2B62C : 4.287992001        
08A0 - Float             357A06F0 : 14.79035759        35A2B630 : 18.96730995        
08A4 - Float             357A06F4 : 14.79938507        35A2B634 : 18.95543861        
08A8 - Float             357A06F8 : 14.23288918        35A2B638 : 18.93678665        
08AC - Float             357A06FC : 14.81855679        35A2B63C : 18.83843422        
08B0 - Float             357A0700 : 8.111633301        35A2B640 : 47.2143898         
08B4 - Float             357A0704 : 10.37388802        35A2B644 : 47.18144608        
08B8 - String            357A0708 : N|&A               35A2B648 : È³-B               
08BC - Byte              357A070C : 163                35A2B64C : 42                 
08BD - String            357A070D : x&AN"9             35A2B64D : Þ>BH0‰             
08C3 - 2 Bytes           357A0713 : 960                35A2B653 : 33344              
08C5 - Byte              357A0715 : 55                 35A2B655 : 70                 
08C6 - Byte              357A0716 : 34                 35A2B656 : 137                
08C7 - 2 Bytes           357A0717 : 24000              35A2B657 : 26432              
08C9 - Byte              357A0719 : 191                35A2B659 : 13                 
08CA - Byte              357A071A : 36                 35A2B65A : 174                
08CB - Byte              357A071B : 192                35A2B65B : 63                 
08CC - Float             357A071C : -2.581935167       35A2B65C : 2.462444067        
08D0 - Float             357A0720 : 14.25189304        35A2B660 : 18.82552338        
08D4 - Float             357A0724 : 16.55290413        35A2B664 : 18.80762482        
08D8 - Float             357A0728 : 16.56691933        35A2B668 : 18.50708008        
08DC - Float             357A072C : 16.56603241        35A2B66C : 18.45662498        
08E0 - Float             357A0730 : 8.687630653        35A2B670 : 47.71719742        
08E4 - Float             357A0734 : 8.703629494        35A2B674 : 47.71527481        
08E8 - Float             357A0738 : 8.68800354         35A2B678 : 47.69672775        
08EC - Float             357A073C : 10.29372978        35A2B67C : 43.42795563        
08F0 - Float             357A0740 : -1.310333252       35A2B680 : 2.454066992        
08F4 - Float             357A0744 : -1.329774499       35A2B684 : 2.450090885        
08F8 - Float             357A0748 : -1.317259192       35A2B688 : 2.449248075        
08FC - Float             357A074C : -3.475137234       35A2B68C : 1.357010007        
0900 - Float             357A0750 : 15.74883842        35A2B690 : 18.4537468         
0904 - Byte              357A0754 : 13                 35A2B694 : 22                 
0905 - Byte              357A0755 : 39                 35A2B695 : 156                
0906 - Byte              357A0756 : 124                35A2B696 : 147                
0907 - Byte              357A0757 : 65                 35A2B697 : 65                 
0908 - Float             357A0758 : 15.75162411        35A2B698 : 18.44028473        
090C - Float             357A075C : 16.45998383        35A2B69C : 18.38305664        
0910 - Byte              357A0760 : 218                35A2B6A0 : 192                
0911 - Byte              357A0761 : 124                35A2B6A1 : 188                
0912 - Byte              357A0762 : 36                 35A2B6A2 : 45                 
0913 - Byte              357A0763 : 65                 35A2B6A3 : 66                 
0914 - Float             357A0764 : 10.24626064        35A2B6A4 : 42.64369202        
0918 - Float             357A0768 : 8.301280022        35A2B6A8 : 45.42229462        
091C - Float             357A076C : 8.306423187        35A2B6AC : 45.41516113        
0920 - Float             357A0770 : -3.47628355        35A2B6B0 : 1.356868029        
0924 - Float             357A0774 : -3.479230404       35A2B6B4 : 2.799984932        
0928 - Float             357A0778 : -3.139480114       35A2B6B8 : 4.449928284        
092C - Float             357A077C : -3.142972946       35A2B6BC : 4.449471951        
0930 - Float             357A0780 : 16.45310211        35A2B6C0 : 18.37766457        
0934 - Float             357A0784 : 16.43218231        35A2B6C4 : 18.07138252        
0938 - Float             357A0788 : 15.30292606        35A2B6C8 : 18.02024841        
093C - Float             357A078C : 15.30587006        35A2B6CC : 18.01648903        
0940 - String            357A0790 : F{L>               35A2B6D0 : “’*B               
0944 - Float             357A0794 : 0.2564130127       35A2B6D4 : 42.6466713         
0948 - Float             357A0798 : -0.01173400041     35A2B6D8 : 44.87427521        
094C - 4 Bytes           357A079C : 0                  35A2B6DC : 1110658722         
0950 - Float             357A07A0 : -0.1087770015      35A2B6E0 : 2.80163002         
0954 - Float             357A07A4 : -0.005425000098    35A2B6E4 : 2.795290947        
0958 - Float             357A07A8 : -0.03144900128     35A2B6E8 : 1.505487919        
095C - Byte              357A07AC : 142                35A2B6EC : 172                
095D - Byte              357A07AD : 89                 35A2B6ED : 250                
095E - Byte              357A07AE : 126                35A2B6EE : 192                
095F - Byte              357A07AF : 63                 35A2B6EF : 63                 
0960 - Float             357A07B0 : 1                  35A2B6F0 : 18.02258301        
0964 - Float             357A07B4 : 1                  35A2B6F4 : 18.01199532        
0968 - Float             357A07B8 : 1                  35A2B6F8 : 17.41273117        
096C - 4 Bytes           357A07BC : 0                  35A2B6FC : 1099635535         
0970 - Float             357A07C0 : 0.2594510019       35A2B700 : 44.29024124        
0974 - Float             357A07C4 : 0.0003180000058    35A2B704 : 44.26675797        
0978 - Float             357A07C8 : 0.00001999999949   35A2B708 : 44.28131866        
097C - 4 Bytes           357A07CC : 0                  35A2B70C : 1110514535         
0980 - Pointer           357A07D0 : P->38841EDE        35A2B710 : P->4033DD09        
0984 - Float             357A07D4 : -0.001968000084    35A2B714 : 2.795289993        
0988 - Float             357A07D8 : 0.0318569988       35A2B718 : 2.798736095        
098C - Float             357A07DC : 0.9994900227       35A2B71C : 2.795650959        
0990 - Float             357A07E0 : 1                  35A2B720 : 16.6184082         
0994 - Float             357A07E4 : 1                  35A2B724 : 16.61453629        
0998 - Float             357A07E8 : 1                  35A2B728 : 16.60910797        
099C - 4 Bytes           357A07EC : 0                  35A2B72C : 1099226448         
09A0 - Float             357A07F0 : 0.2594510019       35A2B730 : 2.062347688E-14    
09A4 - Float             357A07F4 : 0.0003180000058    35A2B734 : 3.673742145E-40    
09A8 - Float             357A07F8 : -0.00001999999949  35A2B738 : 0                  
09AC - 4 Bytes           357A07FC : 0                  35A2B73C : 45                 
09B0 - Float             357A0800 : -0.0000629999995   35A2B740 : 2.051798401E-14    
09B4 - Pointer           357A0804 : P->3B00F990        35A2B744 : P->00040017        
09B8 - Float             357A0808 : 0.03185300156      35A2B748 : 0                  
09BC - Float             357A080C : 0.9994909763       35A2B74C : 6.305843089E-44    
09C0 - Float             357A0810 : 1                  35A2B750 : 9.225495887E-7     
09C4 - Float             357A0814 : 1                  35A2B754 : 3.363116314E-44    
09C8 - Float             357A0818 : 1                  35A2B758 : 0                  
09CC - 4 Bytes           357A081C : 0                  35A2B75C : 45                 
09D0 - 4 Bytes (Hex)     357A0820 : 02004033           35A2B760 : 29483D40           
09D4 - 4 Bytes (Hex)     357A0824 : B4000000           35A2B764 : 00040017           
09D8 - Float             357A0828 : 144.2835846        35A2B768 : 0                  
09DC - Float             357A082C : -0.2509961724      35A2B76C : 6.305843089E-44    
09E0 - 4 Bytes           357A0830 : 0                  35A2B770 : 897482752          
09E4 - 4 Bytes (Hex)     357A0834 : 00004033           35A2B774 : 00040017           
09E8 - 4 Bytes (Hex)     357A0838 : B4000000           35A2B778 : 00000000           
09EC - Float             357A083C : 144.2835846        35A2B77C : 6.305843089E-44    
09F0 - Float             357A0840 : -0.2509961724      35A2B780 : 2.062618739E-14    
09F4 - 4 Bytes           357A0844 : 0                  35A2B784 : 262167             
09F8 - 4 Bytes (Hex)     357A0848 : 00004033           35A2B788 : 00000000           
09FC - 4 Bytes (Hex)     357A084C : B4000000           35A2B78C : 0000002D           
0A00 - Float             357A0850 : 144.2835846        35A2B790 : 0                  
0A04 - Float             357A0854 : -0.2509961724      35A2B794 : 0                  
0A08 - 4 Bytes           357A0858 : 0                  35A2B798 : 0                  
0A0C - 4 Bytes (Hex)     357A085C : 00004033           35A2B79C : 00000000           
0A10 - 4 Bytes (Hex)     357A0860 : B4000000           35A2B7A0 : 00000000           
0A14 - 4 Bytes           357A0864 : 0                  35A2B7A4 : 0                  
0A18 - 4 Bytes           357A0868 : 0                  35A2B7A8 : 0                  
0A1C - 4 Bytes           357A086C : 0                  35A2B7AC : 0                  
0A20 - 4 Bytes           357A0870 : 0                  35A2B7B0 : 0                  
0A24 - 4 Bytes           357A0874 : 0                  35A2B7B4 : 0                  
0A28 - 4 Bytes           357A0878 : 0                  35A2B7B8 : 0                  
0A2C - 4 Bytes           357A087C : 0                  35A2B7BC : 0                  
0A30 - 4 Bytes           357A0880 : 0                  35A2B7C0 : 0                  
0A34 - 4 Bytes           357A0884 : 0                  35A2B7C4 : 0                  
0A38 - 4 Bytes           357A0888 : 0                  35A2B7C8 : 0                  
0A3C - 4 Bytes           357A088C : 0                  35A2B7CC : 0                  
0A40 - 4 Bytes           357A0890 : 0                  35A2B7D0 : 0                  
0A44 - 4 Bytes           357A0894 : 0                  35A2B7D4 : 0                  
0A48 - 4 Bytes           357A0898 : 0                  35A2B7D8 : 0                  
0A4C - 4 Bytes           357A089C : 0                  35A2B7DC : 0                  
0A50 - 4 Bytes           357A08A0 : 0                  35A2B7E0 : 0                  
0A54 - 4 Bytes           357A08A4 : 0                  35A2B7E4 : 0                  
0A58 - 4 Bytes           357A08A8 : 0                  35A2B7E8 : 0                  
0A5C - 4 Bytes           357A08AC : 0                  35A2B7EC : 0                  
0A60 - 4 Bytes           357A08B0 : 0                  35A2B7F0 : 0                  
0A64 - 4 Bytes           357A08B4 : 0                  35A2B7F4 : 0                  
0A68 - 4 Bytes           357A08B8 : 0                  35A2B7F8 : 0                  
0A6C - 4 Bytes           357A08BC : 0                  35A2B7FC : 0                  
0A70 - 4 Bytes           357A08C0 : 0                  35A2B800 : 0                  
0A74 - 4 Bytes           357A08C4 : 0                  35A2B804 : 0                  
0A78 - 4 Bytes           357A08C8 : 0                  35A2B808 : 0                  
0A7C - 4 Bytes           357A08CC : 0                  35A2B80C : 0                  
